[2025-03-18 21:06:50,950] 18 root - INFO - Initiate the data ingestion
[2025-03-18 21:06:58,239] 74 root - INFO - Performed train test split on the dataframe
[2025-03-18 21:06:58,239] 76 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-03-18 21:06:58,241] 84 root - INFO - Exporting train and test file path.
[2025-03-18 21:06:58,517] 93 root - INFO - Exported train and test file path.
[2025-03-18 21:06:58,517] 20 root - INFO - Data Initiation Completed
[2025-03-18 21:06:58,544] 24 root - INFO - Initiate the data Validation
[2025-03-18 21:06:58,682] 25 root - INFO - Required number of columns: 2
[2025-03-18 21:06:58,682] 26 root - INFO - DataFrame has 31 columns
[2025-03-18 21:06:58,682] 25 root - INFO - Required number of columns: 2
[2025-03-18 21:06:58,682] 26 root - INFO - DataFrame has 31 columns
[2025-03-18 21:06:59,200] 28 root - INFO - data Validation Completed
[2025-03-18 21:06:59,200] 32 root - INFO - data Transformation started
[2025-03-18 21:06:59,200] 49 root - INFO - Enter data transformation
[2025-03-18 21:06:59,200] 51 root - INFO - Starting transformation
[2025-03-18 21:06:59,301] 36 root - INFO - Enter Transformation part
[2025-03-18 21:06:59,301] 40 root - INFO - Initialized KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-03-18 21:06:59,324] 41 root - INFO - Saving object of mainUtil class
[2025-03-18 21:06:59,330] 45 root - INFO - End the saving
[2025-03-18 21:06:59,330] 41 root - INFO - Saving object of mainUtil class
[2025-03-18 21:06:59,332] 45 root - INFO - End the saving
[2025-03-18 21:06:59,340] 36 root - INFO - data Transformation completed
[2025-03-18 21:06:59,340] 38 root - INFO - Model Training sstared
