[2025-03-17 22:43:34,415] 18 root - INFO - Initiate the data ingestion
[2025-03-17 22:43:41,077] 74 root - INFO - Performed train test split on the dataframe
[2025-03-17 22:43:41,077] 76 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-03-17 22:43:41,077] 84 root - INFO - Exporting train and test file path.
[2025-03-17 22:43:41,351] 93 root - INFO - Exported train and test file path.
[2025-03-17 22:43:41,351] 20 root - INFO - Data Initiation Completed
[2025-03-17 22:43:41,366] 24 root - INFO - Initiate the data Validation
[2025-03-17 22:43:41,569] 25 root - INFO - Required number of columns: 2
[2025-03-17 22:43:41,569] 26 root - INFO - DataFrame has 31 columns
[2025-03-17 22:43:41,569] 25 root - INFO - Required number of columns: 2
[2025-03-17 22:43:41,569] 26 root - INFO - DataFrame has 31 columns
[2025-03-17 22:43:42,243] 28 root - INFO - data Validation Completed
[2025-03-17 22:43:42,243] 32 root - INFO - data Transformation started
[2025-03-17 22:43:42,243] 49 root - INFO - Enter data transformation
[2025-03-17 22:43:42,243] 51 root - INFO - Starting transformation
[2025-03-17 22:43:42,340] 36 root - INFO - Enter Transformation part
[2025-03-17 22:43:42,340] 40 root - INFO - Initialized KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-03-17 22:43:42,372] 41 root - INFO - Saving object of mainUtil class
[2025-03-17 22:43:42,372] 45 root - INFO - End the saving
[2025-03-17 22:43:42,388] 36 root - INFO - data Transformation completed
[2025-03-17 22:43:42,388] 38 root - INFO - Model Training sstared
