[2025-03-17 18:09:59,940] 18 root - INFO - Initiate the data ingestion
[2025-03-17 18:10:06,825] 74 root - INFO - Performed train test split on the dataframe
[2025-03-17 18:10:06,825] 76 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-03-17 18:10:06,825] 84 root - INFO - Exporting train and test file path.
[2025-03-17 18:10:07,104] 93 root - INFO - Exported train and test file path.
[2025-03-17 18:10:07,108] 20 root - INFO - Data Initiation Completed
[2025-03-17 18:10:07,108] 24 root - INFO - Initiate the data Validation
[2025-03-17 18:10:07,322] 25 root - INFO - Required number of columns: 2
[2025-03-17 18:10:07,338] 26 root - INFO - DataFrame has 31 columns
[2025-03-17 18:10:07,338] 25 root - INFO - Required number of columns: 2
[2025-03-17 18:10:07,338] 26 root - INFO - DataFrame has 31 columns
[2025-03-17 18:10:07,971] 28 root - INFO - data Validation Completed
[2025-03-17 18:10:07,971] 32 root - INFO - data Transformation started
[2025-03-17 18:10:07,971] 50 root - INFO - Enter data transformation
[2025-03-17 18:10:07,971] 52 root - INFO - Starting transformation
[2025-03-17 18:10:08,107] 36 root - INFO - Enter Transformation part
[2025-03-17 18:10:08,107] 40 root - INFO - Initialized KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-03-17 18:10:08,141] 39 root - INFO - Saving object of mainUtil class
[2025-03-17 18:10:08,141] 43 root - INFO - End the saving
[2025-03-17 18:10:08,141] 36 root - INFO - data Transformation completed
